set,material_id,cif_path,reduced_formula,spacegroup_symbol,spacegroup_number,crystal_system,quality_score,min_eig,B_H,G_H,E_H,nu_H,A_U,density,volume_per_atom,min_distance,relerr_bulk_scalar_vs_BH,relerr_shear_scalar_vs_GH,relerr_young_scalar_vs_EH,targets_scalars,targets_voigt21
2el,gen_00290,generated_cifs_2el_densityaware/gen_00290.cif,Sn7Bi9,P1,1,triclinic,9,85.37018189026738,211.3200740349513,126.24985545496747,315.849745093541,0.25089151173801794,0.5731341796783651,11.240045845450945,25.039039439670507,2.3906610277780462,0.011380616001197443,0.04350154082940799,0.0324166554245151,"[1.7331181764602661, 2.082379102706909, 2.105565309524536, 0.5321645736694336, 0.43833374977111816, 0.2818198800086975, 0.24982109665870667, 0.40971821546554565]","[4.616352558135986, 1.1502903699874878, 1.098057746887207, -0.30644744634628296, -0.516261875629425, -1.3222339153289795, 4.6196160316467285, 1.1043566465377808, -0.6726834774017334, -0.5314194560050964, -0.6148829460144043, 4.600468635559082, -0.02751481533050537, -0.5060053467750549, -1.1867955923080444, 1.0951231718063354, -0.8081974387168884, -0.7474620938301086, 1.0900791883468628, -0.09694964438676834, 1.2288066148757935]"
3el,gen_00044,generated_cifs_3el_densityaware/gen_00044.cif,Sr5Bi2B5,P1,1,triclinic,9,84.61888780159047,149.2993796294603,94.17962572648716,233.45107568137036,0.23939267055143104,0.15012811632624334,3.67969691508992,34.22570930012881,2.4094858839504965,0.018954639944497816,0.014822643116131897,0.02034476394122205,"[0.7341483235359192, 1.0983718633651733, 1.0883941650390625, 1.3454631567001343, 1.2997498512268066, 1.0519732236862183, 1.0229506492614746, 1.2073599100112915]","[2.91812801361084, 0.6868937015533447, 0.640740692615509, -0.4152659475803375, -0.507081925868988, -0.8468726277351379, 2.920175790786743, 0.6406909823417664, -0.5660972595214844, -0.5224279165267944, -0.6083563566207886, 2.9054386615753174, -0.477786660194397, -0.5011749863624573, -0.7270426750183105, 0.722199022769928, -0.6307468414306641, -0.6371446847915649, 0.7221546173095703, -0.3384861946105957, 0.8469801545143127]"
2el,gen_00205,generated_cifs_2el_densityaware/gen_00205.cif,Sr3Bi2,P1,1,triclinic,9,84.45535901901147,135.88076067725527,100.23945476757575,241.36626972600868,0.20394843669921356,0.08620107491839235,4.78943640874097,47.20929315483108,2.5450794618365857,0.018008304235332548,0.020205437023334626,0.024553579960773442,"[0.5405248403549194, 1.2355337142944336, 1.1587731838226318, 1.7711519002914429, 1.5849957466125488, 1.0258859395980835, 0.984347939491272, 1.376296877861023]","[3.1168131828308105, 0.3207363188266754, 0.25218865275382996, -0.518427312374115, -0.506659746170044, -0.5770562887191772, 3.1191768646240234, 0.2533949613571167, -0.576996922492981, -0.5231632590293884, -0.42773231863975525, 3.0972859859466553, -0.4754372239112854, -0.5021855235099792, -0.6096603870391846, 0.6347579956054688, -0.5848289728164673, -0.6295913457870483, 0.6333605051040649, -0.4485890865325928, 0.8098052740097046]"
3el,gen_00101,generated_cifs_3el_densityaware/gen_00101.cif,Mn3Bi3B2,Pm,6,monoclinic,9,83.83279037091228,165.56533315084005,112.94648652376296,276.06377163198647,0.22209986396480352,0.3291671105740521,8.597521317405167,19.637125525458583,2.6219390118535095,0.02304555595559252,0.0279826171564373,0.029518968170672635,"[0.9611122012138367, 1.527815818786621, 1.4979604482650757, 1.2411023378372192, 1.1161408424377441, 1.03944730758667, 1.0001193284988403, 1.1608442068099976]","[3.532461166381836, 0.8165978789329529, 0.6033410429954529, -0.2785206139087677, -0.451388955116272, -0.8196308612823486, 3.534477949142456, 0.604915201663971, -0.6661587953567505, -0.48068302869796753, -0.5330610871315002, 3.4820921421051025, -0.24061721563339233, -0.46189355850219727, -0.7925012707710266, 0.8441852331161499, -0.6855347752571106, -0.5800759196281433, 0.8434997797012329, -0.19285181164741516, 1.3597837686538696]"
3el,gen_00171,generated_cifs_3el_densityaware/gen_00171.cif,Bi5B4I3,P1,1,triclinic,9,83.0428955722824,150.6376142063147,94.74447739127962,234.971221639575,0.2400259524847092,0.14881184815095239,8.392077152483509,24.220249575259263,2.1559476390262566,0.028068548635099538,0.01694915164653552,0.023564591459276696,"[0.7332566976547241, 1.107338547706604, 1.0960464477539062, 1.346702218055725, 1.2989561557769775, 1.0400892496109009, 1.0119351148605347, 1.2016088962554932]","[2.9800195693969727, 0.7025095820426941, 0.6263616681098938, -0.4239293336868286, -0.503363847732544, -0.8474726676940918, 2.9819986820220947, 0.6263884902000427, -0.5888482928276062, -0.5204188823699951, -0.6087946891784668, 2.9604687690734863, -0.471799373626709, -0.4997837543487549, -0.7307681441307068, 0.6887274980545044, -0.6371421813964844, -0.6305772066116333, 0.6886101365089417, -0.34814441204071045, 0.8861202001571655]"
3el,gen_00189,generated_cifs_3el_densityaware/gen_00189.cif,Sr2BiI,P1,1,triclinic,9,82.45729928808015,214.04643499100695,110.83766141348404,283.5673149729108,0.27920109174377294,0.4369436256919599,3.312915999656253,64.048018106988,2.9352746659103257,0.028422517428224818,0.02731636110392288,0.021002665211063233,"[1.8282560110092163, 1.6308530569076538, 1.7236515283584595, 0.9362857341766357, 1.0645490884780884, 0.6924991011619568, 0.6867767572402954, 0.8189917206764221]","[4.131633758544922, 1.4269222021102905, 1.4010884761810303, -0.3949122130870819, -0.5125660300254822, -1.323550820350647, 4.134533405303955, 1.4034467935562134, -0.5117969512939453, -0.5295377969741821, -0.7338849902153015, 4.123918533325195, -0.3531484007835388, -0.5003988146781921, -1.0563894510269165, 0.9985359311103821, -0.711861789226532, -0.6876851320266724, 0.9973204731941223, -0.14122575521469116, 1.0715748071670532]"
2el,gen_00105,generated_cifs_2el_densityaware/gen_00105.cif,Mn5Sn4,P1,1,triclinic,9,81.59525879158493,239.0404696278831,122.93665782301892,314.83719788720634,0.28048542827823475,0.5343633322594226,4.70558302452421,29.38883013981612,2.6184462885436517,0.005867803479727034,0.0056738989572009185,0.011161143500882795,"[2.1299710273742676, 1.842357873916626, 1.9513473510742188, 1.068263292312622, 1.2473721504211426, 0.8689380884170532, 0.8686022758483887, 0.9796586632728577]","[5.046404838562012, 1.5692955255508423, 1.432060956954956, -0.5044969320297241, -0.49381202459335327, -1.4715358018875122, 5.049684047698975, 1.435269832611084, -0.6118439435958862, -0.510880708694458, -0.7521092891693115, 5.012429237365723, -0.32920700311660767, -0.48515456914901733, -1.1895147562026978, 0.9204440116882324, -0.7448397874832153, -0.61948162317276, 0.9180793166160583, -0.13667269051074982, 1.2553268671035767]"
2el,gen_00216,generated_cifs_2el_densityaware/gen_00216.cif,Sn4Ru3,P1,1,triclinic,9,81.5472481856541,127.93657813662779,90.22127013719093,219.14896745560128,0.2145083255997297,0.15621246439976932,11.096479333711146,16.633106047405224,1.8700198529834233,0.016238182506546215,0.06404581792611709,0.06102356907197746,"[0.4280158579349518, 0.8877037167549133, 0.8489420413970947, 1.517731785774231, 1.4242746829986572, 1.2046226263046265, 1.1752678155899048, 1.3728898763656616]","[2.5225062370300293, 0.5305395126342773, 0.3759217858314514, -0.43155622482299805, -0.4676896929740906, -0.6548394560813904, 2.523707628250122, 0.37447407841682434, -0.6143244504928589, -0.5000368356704712, -0.5474748611450195, 2.4887287616729736, -0.5058474540710449, -0.46924513578414917, -0.5707286596298218, 0.6105368733406067, -0.5891063213348389, -0.5906445980072021, 0.6114999055862427, -0.4062422513961792, 0.9975120425224304]"
2el,gen_00013,generated_cifs_2el_densityaware/gen_00013.cif,Sr11Sn5,P1,1,triclinic,9,80.56981006238763,215.0083891096055,108.73918848020742,279.15692498896675,0.2836077263891782,0.8234866476588296,6.490194889803244,24.903660191188212,2.382384292469002,0.03698472894195036,0.02290830650408708,0.016499719802406172,"[1.8702945709228516, 1.5642951726913452, 1.6634899377822876, 1.0992192029953003, 1.2985533475875854, 1.3838305473327637, 1.3979536294937134, 1.2728898525238037]","[3.7871432304382324, 1.629946231842041, 1.634873390197754, -0.2342229187488556, -0.5046114325523376, -1.3793649673461914, 3.7895493507385254, 1.6342110633850098, -0.4263560473918915, -0.5151934027671814, -0.8690458536148071, 3.786463499069214, -0.4276760220527649, -0.4936428666114807, -1.0365008115768433, 1.2407395839691162, -0.7146767973899841, -0.6354734301567078, 1.2416192293167114, 0.05161641538143158, 1.2421290874481201]"
2el,gen_00111,generated_cifs_2el_densityaware/gen_00111.cif,SnB,P1,1,triclinic,9,80.50619091557883,220.73337903626444,109.13918418858023,281.0902312566926,0.2877603646505195,0.8136307748570202,4.581264798709439,23.47328632981166,2.3516410476581977,0.00508066874733402,0.009359964335567806,0.0012312628090521262,"[1.8538732528686523, 1.53728187084198, 1.63918936252594, 1.092347502708435, 1.3087539672851562, 1.389011263847351, 1.4031388759613037, 1.2738218307495117]","[3.9353392124176025, 1.7119132280349731, 1.7106835842132568, -0.2998693883419037, -0.5197511911392212, -1.4975303411483765, 3.9380435943603516, 1.7101707458496094, -0.4728407859802246, -0.5287928581237793, -0.9370670914649963, 3.9329257011413574, -0.48774808645248413, -0.5049142837524414, -1.1041395664215088, 1.2153326272964478, -0.764237105846405, -0.672050416469574, 1.2156404256820679, 0.009585335850715637, 1.2333488464355469]"
3el,gen_00141,generated_cifs_3el_densityaware/gen_00141.cif,SrBiB,Pm,6,monoclinic,9,80.49144759159095,210.15249704055003,105.50356157588351,271.1373536346632,0.2849677754226686,0.47600035098882554,5.7252877930329635,29.720115295780527,2.1081165613369715,0.03317109127806533,0.02607519462800059,0.02536732014882922,"[1.7835966348648071, 1.3501660823822021, 1.4597818851470947, 1.0057562589645386, 1.2490675449371338, 0.8789823055267334, 0.8946516513824463, 0.9545113444328308]","[3.8410043716430664, 1.517774224281311, 1.4338678121566772, -0.3701295852661133, -0.47649532556533813, -1.2454196214675903, 3.8429970741271973, 1.4341963529586792, -0.4317256212234497, -0.49912840127944946, -0.7616996765136719, 3.8224077224731445, -0.40564489364624023, -0.4797797203063965, -0.9687687754631042, 0.9603266716003418, -0.6937885284423828, -0.6076334714889526, 0.9604531526565552, -0.08753699064254761, 1.1697217226028442]"
3el,gen_00051,generated_cifs_3el_densityaware/gen_00051.cif,Sr4(BiB)3,P1,1,triclinic,9,79.98207608880799,162.40926988189835,119.44708814873265,287.78812180383153,0.20466780004500684,0.33159906231085934,2.9628601047030827,56.59741917450397,2.6983093820046684,0.06802204653978432,0.03460695549033544,0.03432221397490895,"[1.1349986791610718, 1.8762454986572266, 1.8086986541748047, 1.799324631690979, 1.6268913745880127, 1.8368345499038696, 1.7797976732254028, 1.8576170206069946]","[3.946176528930664, 0.38319677114486694, 0.3937135636806488, -0.26950523257255554, -0.4770108461380005, -0.7513065338134766, 3.9495556354522705, 0.39699414372444153, -0.556908905506134, -0.49778980016708374, -0.39422929286956787, 3.943830966949463, -0.19890935719013214, -0.4656423330307007, -0.6801785826683044, 0.9269141554832458, -0.4824068546295166, -0.4226669371128082, 0.9257741570472717, -0.14097672700881958, 0.9147630929946899]"
2el,gen_00025,generated_cifs_2el_densityaware/gen_00025.cif,Bi5B3,P1,1,triclinic,9,79.84994675491328,137.0461299680595,84.04036255112169,209.33179690106326,0.24542416611855325,0.2318582883746343,9.442618367295745,23.681949066306277,2.810358906510352,0.030535121046684762,0.034203462306358234,0.03661677174902508,"[0.5320232510566711, 0.8049312233924866, 0.8060253262519836, 1.0714606046676636, 1.0393720865249634, 0.450464129447937, 0.4227655231952667, 0.7232276797294617]","[2.460160732269287, 0.7046470046043396, 0.6032581329345703, -0.45214778184890747, -0.48249584436416626, -0.7224606275558472, 2.46158766746521, 0.6039048433303833, -0.5309504270553589, -0.507087230682373, -0.5574156045913696, 2.4364638328552246, -0.4978008270263672, -0.4830186069011688, -0.6639399528503418, 0.6237674355506897, -0.6345504522323608, -0.6869510412216187, 0.6239009499549866, -0.3843608498573303, 0.876467227935791]"
3el,gen_00223,generated_cifs_3el_densityaware/gen_00223.cif,Sr4Bi3B2,Pm,6,monoclinic,9,79.71120897806527,209.80061851830885,105.64851683769464,271.3910843327331,0.28440555748484814,0.46142670789318707,6.066240956527199,30.38583672468802,2.105444262740184,0.03549453703749,0.028146480251430083,0.026907804333173052,"[1.7854371070861816, 1.3482047319412231, 1.4579981565475464, 1.0065621137619019, 1.2504576444625854, 0.8797372579574585, 0.8957700729370117, 0.9550935626029968]","[3.8606114387512207, 1.5083318948745728, 1.407515525817871, -0.3677733242511749, -0.47036468982696533, -1.2301371097564697, 3.8625361919403076, 1.4080127477645874, -0.4394886791706085, -0.4945600628852844, -0.7485902309417725, 3.8383944034576416, -0.3920406699180603, -0.47562211751937866, -0.9591689109802246, 0.9346422553062439, -0.6876867413520813, -0.591947078704834, 0.9348682165145874, -0.08743610978126526, 1.1839858293533325]"
2el,gen_00088,generated_cifs_2el_densityaware/gen_00088.cif,SnRu,P1,1,triclinic,9,79.07565270845704,128.37658134197252,90.49060173478071,219.82210765475924,0.21461291803007795,0.1616775669256354,8.71075193928546,20.94843700698785,2.1131275987086027,0.019702744108385965,0.06940588287106024,0.06589502105778511,"[0.4278389513492584, 0.8818197846412659, 0.8443590402603149, 1.5150991678237915, 1.4251036643981934, 1.20625638961792, 1.1773734092712402, 1.3726204633712769]","[2.5692946910858154, 0.5323851108551025, 0.353976845741272, -0.43166083097457886, -0.462851345539093, -0.6471738815307617, 2.570448398590088, 0.3526608943939209, -0.622589647769928, -0.4963136315345764, -0.5396480560302734, 2.5302789211273193, -0.4961075782775879, -0.4648357033729553, -0.5664412975311279, 0.5792737603187561, -0.5872334241867065, -0.5746914744377136, 0.5802589058876038, -0.40490585565567017, 1.0215556621551514]"
2el,gen_00132,generated_cifs_2el_densityaware/gen_00132.cif,Sr7Bi5,P1,1,triclinic,9,78.04638116997305,190.07788612003924,127.82775655801828,313.2604998827798,0.22532268545524234,0.6035664473686868,5.532952500786086,41.47236679290771,2.5830772046639336,0.011787780580912973,0.014269125078020022,0.008020897948586615,"[1.4151594638824463, 2.029585599899292, 1.9978246688842773, 1.0106064081192017, 0.8717467188835144, 0.6419801115989685, 0.5981948375701904, 0.83084636926651]","[4.759097099304199, 0.6016048192977905, 0.5312591195106506, -0.34718045592308044, -0.5167710781097412, -0.9688434600830078, 4.762563228607178, 0.5376412272453308, -0.6282285451889038, -0.5290302634239197, -0.40285196900367737, 4.736998558044434, -0.0050882697105407715, -0.5068883895874023, -1.0070335865020752, 0.8996457457542419, -0.705961287021637, -0.5955139994621277, 0.8939401507377625, -0.13644267618656158, 1.0761429071426392]"
3el,gen_00271,generated_cifs_3el_densityaware/gen_00271.cif,SrBiB,P1,1,triclinic,9,77.79230189983822,191.71934355232042,101.21632213049872,258.2092901675037,0.275531874368015,0.343323674342626,6.171655774391407,27.570593618734964,2.245615245939205,0.007558730153886236,0.005509804707677102,0.009921586663422976,"[1.427785038948059, 1.2972785234451294, 1.3698339462280273, 0.8320009708404541, 0.9375361800193787, 0.5089142918586731, 0.498603492975235, 0.6643111705780029]","[3.7481210231781006, 1.1891076564788818, 1.1076672077178955, -0.4334362745285034, -0.5015358924865723, -1.182342767715454, 3.750354528427124, 1.1094621419906616, -0.5366973876953125, -0.5158006548881531, -0.700195848941803, 3.727639675140381, -0.37513720989227295, -0.49447816610336304, -0.9613953828811646, 0.7634565234184265, -0.6895312666893005, -0.6543974876403809, 0.7618839740753174, -0.2308134138584137, 0.9693819880485535]"
3el,gen_00188,generated_cifs_3el_densityaware/gen_00188.cif,Y4Sn7B9,P1,1,triclinic,9,77.46512735976837,180.16949920847196,106.94539444991332,267.8409776646522,0.2522324081477514,0.38357590744082337,4.741232037818925,22.483116977651772,2.4964421900024822,0.0008682146563757209,0.001405355662108427,0.006797198378815747,"[1.2370299100875854, 1.4522730112075806, 1.4781757593154907, 1.1046149730682373, 1.1106511354446411, 1.3858217000961304, 1.3662869930267334, 1.2879616022109985]","[3.6855039596557617, 0.9641038179397583, 0.9445825815200806, -0.32253214716911316, -0.5076903700828552, -1.208296775817871, 3.6882567405700684, 0.9450810551643372, -0.6177202463150024, -0.5262249708175659, -0.7323715686798096, 3.6777913570404053, -0.3635936975479126, -0.5006011128425598, -0.9364548325538635, 0.9009751081466675, -0.6573413014411926, -0.5753787755966187, 0.9001070261001587, -0.16988468170166016, 0.9647239446640015]"
2el,gen_00032,generated_cifs_2el_densityaware/gen_00032.cif,Sr7I5,P1,1,triclinic,9,77.28661938596657,185.863271718256,125.53627019422612,307.4004075999699,0.22434897549675822,0.5595791979678646,2.9564017829923164,58.4078308957053,2.8673069781152822,0.03974241852742196,0.030090311973091918,0.025150542217234256,"[1.4289945363998413, 2.0210471153259277, 1.9911251068115234, 1.0215668678283691, 0.8835071325302124, 0.6449755430221558, 0.598970890045166, 0.8357422947883606]","[4.593465328216553, 0.5587171316146851, 0.5470165014266968, -0.3235478401184082, -0.5202807784080505, -0.9343535900115967, 4.597121715545654, 0.5535906553268433, -0.5692148208618164, -0.5314065217971802, -0.3735062777996063, 4.585848808288574, -0.006037697196006775, -0.5045813322067261, -0.9640458822250366, 0.9375845193862915, -0.6652860045433044, -0.5880440473556519, 0.9319873452186584, -0.12203246355056763, 0.9715417623519897]"
3el,gen_00232,generated_cifs_3el_densityaware/gen_00232.cif,Sr5Bi4I3,P1,1,triclinic,9,76.87090105673703,193.00827968384073,102.42864955397448,261.09807924069287,0.2745363742353546,0.3544542974439473,4.424812121583423,51.748941674677646,2.7641046955199045,0.007665808898289594,0.00807322828993493,0.012553464098880343,"[1.4473817348480225, 1.321098804473877, 1.3925296068191528, 0.8250112533569336, 0.924734354019165, 0.521887481212616, 0.5105149745941162, 0.6691584587097168]","[3.8344204425811768, 1.1770336627960205, 1.0892114639282227, -0.4343433976173401, -0.4979848861694336, -1.1930956840515137, 3.8366854190826416, 1.0911566019058228, -0.5464586019515991, -0.5140759348869324, -0.6889638900756836, 3.812225580215454, -0.3572760820388794, -0.49238115549087524, -0.9684094190597534, 0.7531578540802002, -0.6855682134628296, -0.6419581770896912, 0.7515630125999451, -0.2282250076532364, 0.9742400646209717]"
2el,gen_00035,generated_cifs_2el_densityaware/gen_00035.cif,Bi5B7,P1,1,triclinic,9,75.89697659215403,185.31099749912224,125.73326379385692,307.6253325682463,0.22332516983177306,0.5776777620049103,3.720526799114816,41.67790633291535,2.5643238636207806,0.06153854537698358,0.040800160325159214,0.03501447313241173,"[1.4804589748382568, 2.0601844787597656, 2.025226593017578, 1.0337810516357422, 0.8963608145713806, 0.6912862658500671, 0.6393371820449829, 0.8673413991928101]","[4.58006477355957, 0.5434545278549194, 0.5477728247642517, -0.29803699254989624, -0.5087906718254089, -0.9057908654212952, 4.583197116851807, 0.5550766587257385, -0.5484406352043152, -0.518530547618866, -0.3396688401699066, 4.577441215515137, 0.016236871480941772, -0.4925800561904907, -0.9434615969657898, 0.961193859577179, -0.6271317005157471, -0.5618135333061218, 0.956497311592102, -0.09352914243936539, 0.9571564197540283]"
2el,gen_00153,generated_cifs_2el_densityaware/gen_00153.cif,Bi5B7,P1,1,triclinic,9,75.72874103667735,195.6382143588965,119.92158388307234,298.7271913240438,0.24551053134568795,0.5043530151546092,3.264423417272113,47.501119683851044,2.6686443743170587,0.13970235031126504,0.08669954428351268,0.09226438445537713,"[1.8704270124435425, 2.0464322566986084, 2.1076598167419434, 1.7226482629776, 1.7492966651916504, 2.1857223510742188, 2.1435387134552, 1.9880688190460205]","[4.163323402404785, 0.9627165198326111, 0.9726889133453369, -0.18893228471279144, -0.4631175994873047, -1.0147758722305298, 4.167523384094238, 0.9726900458335876, -0.5041044354438782, -0.48551255464553833, -0.5300440788269043, 4.1611714363098145, -0.20898094773292542, -0.4508548080921173, -0.7867147326469421, 1.0890636444091797, -0.40988314151763916, -0.33397945761680603, 1.090172290802002, 0.043511345982551575, 1.085995078086853]"
2el,gen_00244,generated_cifs_2el_densityaware/gen_00244.cif,Bi5B3,P1,1,triclinic,9,75.70584105981862,136.66899522539188,83.82606920341362,208.7908471227448,0.24538135395618818,0.20450401026210052,8.000561178806894,27.950490250511887,2.92606725775403,0.030703118974668445,0.03685326633806177,0.038769332410590544,"[0.5262515544891357, 0.7940933704376221, 0.7958880066871643, 1.069782018661499, 1.0412875413894653, 0.4471900463104248, 0.4201049208641052, 0.7200864553451538]","[2.505394220352173, 0.7000643610954285, 0.5606870651245117, -0.4524659812450409, -0.4748196005821228, -0.7028939127922058, 2.506817579269409, 0.5616756677627563, -0.5435479879379272, -0.5005717277526855, -0.5408974885940552, 2.472827196121216, -0.48058319091796875, -0.4753994941711426, -0.6479042768478394, 0.5608257055282593, -0.6244343519210815, -0.6582801938056946, 0.561013400554657, -0.3845139741897583, 0.9026739001274109]"
2el,gen_00138,generated_cifs_2el_densityaware/gen_00138.cif,BiB,P1,1,triclinic,9,75.29019582605298,150.55695490503277,94.56745017124796,234.5864112533194,0.24031265952776237,0.3507748693353543,7.216669568955499,25.286747801413284,2.855380474809766,0.006197604251300281,0.012728508414579941,0.0067628377670505505,"[0.7810016870498657, 1.173830509185791, 1.1664292812347412, 0.42071089148521423, 0.2850930690765381, 0.12955263257026672, 0.09390990436077118, 0.2675780653953552]","[2.9979140758514404, 0.6969587802886963, 0.6654487252235413, -0.29428771138191223, -0.5114931464195251, -0.959502637386322, 2.999427318572998, 0.6681630611419678, -0.5650352835655212, -0.5169779062271118, -0.6012345552444458, 2.9883968830108643, -0.2290654480457306, -0.5029102563858032, -0.8734954595565796, 0.7589485049247742, -0.6994065046310425, -0.7047389149665833, 0.7556574940681458, -0.2321360558271408, 0.8431026935577393]"
2el,gen_00261,generated_cifs_2el_densityaware/gen_00261.cif,Bi6I7,P1,1,triclinic,9,75.04093649946017,187.20374564958223,99.7314557865526,254.07541443602085,0.273797782415803,0.7540721481600716,5.8019453874862,47.16229164594729,2.737290916620791,0.0147184948119773,0.1716316736920285,0.17004011190140997,"[1.3801147937774658, 0.8415170907974243, 0.9021750688552856, 2.3394010066986084, 2.972564697265625, 3.3560309410095215, 3.4701786041259766, 2.8626456260681152]","[3.2339470386505127, 1.265190601348877, 1.271599292755127, -0.39321669936180115, -0.46360307931900024, -1.0553416013717651, 3.235696792602539, 1.2607580423355103, -0.2954854965209961, -0.5197005271911621, -0.7968218922615051, 3.2333602905273438, -0.7236583232879639, -0.4645065665245056, -0.7001779675483704, 1.0858300924301147, -0.6372459530830383, -0.4014529585838318, 1.0939040184020996, -0.007068544626235962, 1.1049329042434692]"
3el,gen_00195,generated_cifs_3el_densityaware/gen_00195.cif,Sr2BiB2,P1,1,triclinic,9,74.33098000280113,144.41259275798404,90.26098357812185,224.09490245130897,0.24137192820058548,0.14484961441157296,6.564754806566197,20.53137339875034,1.9160320141412988,0.010291537579831585,0.002015256507344356,0.004705628708861344,"[0.7256723642349243, 1.0300604104995728, 1.029265284538269, 1.1005185842514038, 1.0553442239761353, 0.7414330840110779, 0.7102075815200806, 0.9182589650154114]","[2.933940887451172, 0.5830182433128357, 0.5361722707748413, -0.40391814708709717, -0.5051575899124146, -0.8112136721611023, 2.93586802482605, 0.537391722202301, -0.5320978164672852, -0.5167537927627563, -0.5532408952713013, 2.920801877975464, -0.4008423089981079, -0.49918681383132935, -0.7175776362419128, 0.5974414944648743, -0.5947437286376953, -0.5979824662208557, 0.5963398814201355, -0.3259727358818054, 0.7214836478233337]"
2el,gen_00279,generated_cifs_2el_densityaware/gen_00279.cif,Sr8Sn7,P1,1,triclinic,9,74.01918104200158,125.80085784508228,88.49669526884341,215.06074025115183,0.21507780374069624,0.09547091732063784,3.40905070912105,49.74658798795997,2.9532217064283537,0.030962380279339924,0.009075922144065907,0.016539260925859865,"[0.36929529905319214, 0.9698055386543274, 0.9087697267532349, 1.7209185361862183, 1.563016653060913, 1.2872684001922607, 1.2485520839691162, 1.5133553743362427]","[2.7852365970611572, 0.30853796005249023, 0.2214227318763733, -0.5036922693252563, -0.5067143440246582, -0.6443675756454468, 2.7874412536621094, 0.22122354805469513, -0.6101841330528259, -0.5241459608078003, -0.5002716779708862, 2.762450933456421, -0.5166299939155579, -0.5073626041412354, -0.5755628943443298, 0.4692937731742859, -0.5571385622024536, -0.5705060958862305, 0.469116747379303, -0.4659338593482971, 0.6931533813476562]"
4el,gen_00287,generated_cifs_4el_densityaware/gen_00287.cif,Sn9Bi7(B5Ru4)2,P1,1,triclinic,9,72.70976951618945,91.01275137712295,73.24622975919323,173.25947559471612,0.18271941207301573,0.14569358359888707,7.781200148788433,21.641189497996088,2.165170994307692,0.05847477990094426,0.025909182092221903,0.04031987199999112,"[-0.16861791908740997, 0.556963324546814, 0.4363577365875244, 2.6044695377349854, 2.316633701324463, 3.053450584411621, 3.0184545516967773, 2.9148218631744385]","[1.7906557321548462, 0.08891643583774567, 0.0792284905910492, -0.5248344540596008, -0.4999809265136719, -0.6994163393974304, 1.7935569286346436, 0.0720948800444603, -0.6673688888549805, -0.5362489223480225, -0.5568863153457642, 1.7898814678192139, -0.6489772200584412, -0.5086021423339844, -0.3436351418495178, 0.4756215214729309, -0.47897133231163025, -0.5253654718399048, 0.4804157018661499, -0.5287754535675049, 0.5272323489189148]"
2el,gen_00165,generated_cifs_2el_densityaware/gen_00165.cif,Sr7Bi3,P1,1,triclinic,9,71.9813561606842,139.2603243980373,93.9271112998715,230.05866718117113,0.22466593509240557,0.3447802657611252,8.595872802885303,23.959584282769665,2.0094328237548558,0.02424540964034463,0.014890108221238449,0.012973561799208352,"[0.6772196888923645, 1.1625791788101196, 1.1337424516677856, 0.31237655878067017, 0.1277427077293396, 0.0017436668276786804, -0.038782425224781036, 0.14616496860980988]","[2.900118350982666, 0.518322765827179, 0.48602038621902466, -0.2673046588897705, -0.5020731091499329, -0.8608558773994446, 2.9014599323272705, 0.48949769139289856, -0.5574082136154175, -0.5107929706573486, -0.5301257371902466, 2.890918016433716, -0.15817894041538239, -0.50130695104599, -0.8260764479637146, 0.7173630595207214, -0.6734861731529236, -0.673263430595398, 0.71372389793396, -0.22352415323257446, 0.8025699853897095]"
2el,gen_00043,generated_cifs_2el_densityaware/gen_00043.cif,Sr3Bi2,P1,1,triclinic,9,71.38442130427545,193.24284061847567,109.05886090981895,275.37321594072057,0.26249813010804973,0.4075987322269867,3.4028991507223667,66.4450803423534,2.8262010206191355,0.01072222678153533,0.0028112621888893717,0.0015589891799629703,"[1.459665298461914, 1.5171949863433838, 1.571378469467163, 1.7951606512069702, 1.9456835985183716, 1.9513031244277954, 1.9431456327438354, 1.9077260494232178]","[4.282552719116211, 0.9059525728225708, 0.8405349850654602, -0.4605340361595154, -0.5068609118461609, -1.0834711790084839, 4.286051273345947, 0.8410658836364746, -0.5440182685852051, -0.5232017040252686, -0.6281477212905884, 4.263350486755371, -0.4329179525375366, -0.5032745003700256, -0.8474027514457703, 0.6943777203559875, -0.5649750232696533, -0.4339650273323059, 0.6945522427558899, -0.21818257868289948, 0.8687724471092224]"
3el,gen_00174,generated_cifs_3el_densityaware/gen_00174.cif,Sr5(BiB2)2,P1,1,triclinic,9,71.32254418942523,181.98959466876437,109.04697922918453,272.67853687323003,0.2502801031294062,0.4500141064578411,8.154464647908235,16.64822244618588,1.8526962849042539,0.004643855517772867,0.007831442099799994,0.011333356572050542,"[1.2742940187454224, 1.4875807762145996, 1.515439748764038, 1.21824312210083, 1.2317566871643066, 1.0194114446640015, 0.9899826049804688, 1.1327967643737793]","[4.196616172790527, 0.728868305683136, 0.6563965678215027, -0.4289035201072693, -0.5110466480255127, -1.0097311735153198, 4.19955587387085, 0.6594645977020264, -0.5611967444419861, -0.5211427211761475, -0.547013521194458, 4.175066947937012, -0.2784729599952698, -0.5035876035690308, -0.8982066512107849, 0.6698663234710693, -0.6228921413421631, -0.535528838634491, 0.6672108769416809, -0.2362920045852661, 0.8548495769500732]"
